Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
buffSorcerySupportPerkGoldDesc,buffs,Buff,,x,"Thank you! Your generous Support ensures ongoing development:\n• [e3bb70]Supporter Access[-]: Exclusive Supporter Perks\n• [e3bb70]Max Voting Weight[-]: All Polls + Supporter-Exclusive Polls ([36dc2a]x8[-])\n• [e3bb70]Essence Hunter II[-]: [36dc2a]+100%[-] All Essence Find\n• [e3bb70]Lucky II[-]: [36dc2a]+30%[-] Rare Loot, Treasure, Bartering\n• [e3bb70]Traveler II[-]: [36dc2a]+20%[-] Movement Speed\n• [e3bb70]Gold Key[-]: [36dc2a]Unlock[-] Supporter Craftables: [I]Class Runes, Grimoires, Portals and more.[/I]\n[d1d1d1][I][U]Thank you for Supporting Development[/U]:[/I][-] [36dc2a]www.SorceryMod.com[-]",,,,,,,,,,,,,,
buffSorcerySupportPerkFreeName,buffs,Buff,,x,"Supporter Key ([b1b1b1]Free[-])",,,,,,,,,,,,,,
buffSorcerySupportPerkFreeDesc,buffs,Buff,,x,"Supporter Exclusive Game Perks and Recipes have been unlocked for [ae92d5]1 hour[-]. Activating additional Supporter Keys will renew this duration. Supporter Keys may be looted or purchased at the Arcane Trader.\n\n[U]Enjoying Sorcery? Support Development[/U]:\n[36dc2a]www.SorceryMod.com[-]",,,,,,,,,,,,,,

buffRune_AspectOfFire_AuraName,buffs,Buff,,x,"[dc6e00]Fire[-] Aura",,,,,,,,,,,,,,
buffRune_AspectOfFire_AuraDesc,buffs,Buff,,x,"Invoking the power of your [ae92d5]Aspect of Fire Rune[-], you are emitting a burning [ae92d5]Fire Aura[-]. You Burn enemies within the Aura for [ae92d5]{cvar($runeAspectOfFire:0.0)}[-]/sec Fire Damage.\n\n[d1d1d1][U][I]The following Skills improve Fire Aura[/I][/U][-]:\n• [ae92d5]Aspect of Fire[-]: Attackers Explode [ae92d5]{cvar($runeAspectOfFireAura_d2:0)}%[-]\n• [ae92d5]Aspect of Fire[-]: Fire Damage [ae92d5]+{cvar($runeAspectOfFireAura_d:0)}%[-]\n• [ae92d5]Rune Mastery[-]: Fire Damage [ae92d5]+{cvar($sorceryRuneMasteryUI:0)}%[-]\n• [ae92d5]Fire Sorcery[-]: Fire Damage [ae92d5]+{cvar($sorceryFireDamageUI:0)}%[-]\n\n[36dc2a][I]Press [action:local:ToggleFlashlight][action:permanent:ToggleFlashlight] to activate. Hold [action:local:ToggleFlashlight][action:permanent:ToggleFlashlight] to activate multiple.[/I][-]",,,,,,,,,,,,,,
buffRune_AspectOfIce_AuraName,buffs,Buff,,x,"[006eaa]Ice[-] Aura",,,,,,,,,,,,,,
buffRune_AspectOfIce_AuraDesc,buffs,Buff,,x,"Invoking the power of your [ae92d5]Aspect of Ice Rune[-], you are emitting a Chilling [ae92d5]Ice Aura[-]. You Chill enemies within the Aura for [ae92d5]{cvar($runeAspectOfIce:0.0)}[-]/sec Ice Damage.\n\n[d1d1d1][U][I]The following Skills improve Ice Aura[/I][/U][-]:\n• [ae92d5]Aspect of Ice[-]: Attackers Freeze [ae92d5]{cvar($runeAspectOfIceAura_d2:0)}%[-]\n• [ae92d5]Aspect of Ice[-]: Ice Damage [ae92d5]+{cvar($runeAspectOfIceAura_d:0)}%[-]\n• [ae92d5]Rune Mastery[-]: Ice Damage [ae92d5]+{cvar($sorceryRuneMasteryUI:0)}%[-]\n• [ae92d5]Ice Sorcery[-]: Ice Damage [ae92d5]+{cvar($sorceryIceDamageUI:0)}%[-]\n\n[36dc2a][I]Press [action:local:ToggleFlashlight][action:permanent:ToggleFlashlight] to activate. Hold [action:local:ToggleFlashlight][action:permanent:ToggleFlashlight] to activate multiple.[/I][-]",,,,,,,,,,,,,,
buffRune_AspectOfLightning_AuraName,buffs,Buff,,x,"[9650ff]Lightning[-] Aura",,,,,,,,,,,,,,
buffRune_AspectOfLightning_AuraDesc,buffs,Buff,,x,"Invoking the power of your [ae92d5]Aspect of Lightning Rune[-], you are emitting a shocking [ae92d5]Lightning Aura[-]. You Shock enemies within the Aura for [ae92d5]{cvar($runeAspectOfLightning:0.0)}[-]/sec Lightning Damage.\n\n[d1d1d1][U][I]The following Skills improve Lightning Aura[/I][/U][-]:\n• [ae92d5]Aspect of Lightning[-]: Attackers Explode [ae92d5]{cvar($runeAspectOfLightningAura_d2:0)}%[-]\n• [ae92d5]Aspect of Lightning[-]: Lightning Damage [ae92d5]+{cvar($runeAspectOfLightningAura_d:0)}%[-]\n• [ae92d5]Rune Mastery[-]: Lightning Damage [ae92d5]+{cvar($sorceryRuneMasteryUI:0)}%[-]\n• [ae92d5]Lightning Sorcery[-]: Lightning Damage [ae92d5]+{cvar($sorceryLightningDamageUI:0)}%[-]\n\n[36dc2a][I]Press [action:local:ToggleFlashlight][action:permanent:ToggleFlashlight] to activate. Hold [action:local:ToggleFlashlight][action:permanent:ToggleFlashlight] to activate multiple.[/I][-]",,,,,,,,,,,,,,
spellPortalRecall_CD,buffs,Buff,,x,"[ae92d5]Cooldown[-]: Recall Portal",,,,,,,,,,,,,,
spellPortalRecall_CDDesc,buffs,Buff,,x,"You recently entered a Recall Portal and must wait [ae92d5]{cvar(.portalRecallCD:0.0)} minute(s) before using one again.[-].\n\n[d1d1d1][I]Invoking Arcane forces to tear a hole in the fabric of reality is a taxing process![I][-]",,,,,,,,,,,,,,
spellRecallRune_CD,buffs,Buff,,x,"[ae92d5]Cooldown[-]: Recall Rune",,,,,,,,,,,,,,
spellRecallRune_CDDesc,buffs,Buff,,x,"You recently activated Recall Rune and must wait [ae92d5]{cvar(.runeRecallCD:0.0)} minute(s) before using it again.[-].\n\n[d1d1d1][I]Invoking Arcane forces to tear a hole in the fabric of reality is a taxing process![I][-]",,,,,,,,,,,,,,
spell_EnergyRegen,buffs,Buff,,x,"[ae92d5]Spell[-]: Energy Regen",,,,,,,,,,,,,,
spell_EnergyRegenDesc,buffs,Buff,,x,"This Arcane Spell increases the rate at which your Spirit Regenerates by [ae92d5]{cvar(.spell_EnergyRegen_spirit:0.00)}/sec[-] and Stamina Regenerates by [ae92d5]{cvar(.spell_EnergyRegen_stamina:0.00)}/sec[-].\n\n[d1d1d1][I]The strength and duration of Arcane Spells increases with the Sorcery attribute.[I][-]",,,,,,,,,,,,,,
spellHoly_PurifyHeal,buffs,Buff,,x,"[c6b88f]Spell[-]: Purify Heal",,,,,,,,,,,,,,
spellHoly_PurifyHealDesc,buffs,Buff,,x,"Your Health is restored by [ae92d5]{cvar($spellHoly_PurifyHeal:0.0)}[-] every 3 seconds! You will continue to be healed while targeted by an enemy afflicted with Holy Purify. Foes affected by Holy Sorcery are afflicted with the Purify Debuff. This debuff, while damaging its foe over time and ultimately Purifying them, heals targeted players every few seconds. All Holy Spells, such as Holy Retribution granted by Shrines, apply and stack Purify. Consecutive stacks of Purify build up on the afflicted target increasing the damage done when the debuff expires and the target is Purified (damage multiplied by stacks).\n[d1d1d1][I]Improves with Holy Sorcery.[I][-]",,,,,,,,,,,,,,
spellHoly_Retribution,buffs,Buff,,x,"[c6b88f]Blessing[-]: Holy Retribution",,,,,,,,,,,,,,
spellHoly_RetributionDesc,buffs,Buff,,x,"A blessing bestowed by The Elders to vanquish the undead by means of Purification. While active, attackers are afflicted with the Holy Purify Debuff. Purify inflicts [ae92d5]{cvar($spellHoly_Retribution:0.0)}[-] Holy Damage every 2 seconds for 6 seconds total before expiring and Purifying its victim for stacked Holy Damage. Consecutive attacks will stack Purify on the attacker, increasing the damage taken when Purified. You will continue to be healed while targeted by an enemy afflicted with Holy Purify.\n\n[d1d1d1][I]Improves with Holy Sorcery.[I][-]",,,,,,,,,,,,,,
spellHoly_IntroAuraRepulse,buffs,Buff,,x,"[c6b88f]Aura[-]: Holy Repulsion",,,,,,,,,,,,,,
spellHoly_IntroAuraRepulseDesc,buffs,Buff,,x,"A Holy Spell to repel evil by means of repulsion. While active, enemies within a range are forced back and stunned.\n• Heals Players and Enemies while active\n• [ff0000]Disables XP Gains while affected[-]\n• [ff0000]Does not affect Players beyond Level 5[-]\n\n[d1d1d1][I]The Arcane Trader wants you to live long enough to make her rich.[I][-]",,,,,,,,,,,,,,

debuff_HarvestWand,buffs,Buff,,x,"Fatigue: Harvest Wand",,,,,,,,,,,,,,
debuff_HarvestWandDesc,buffs,Buff,,x,"Using the Harvest Wand has temporarily inflicted Fatigue, reducing Maximum Stamina + Spirit by [ff0000]-50%[-]. While Fatigued, Stamina and Spirit are unable to passively regenerate. Additonally, guns suffer reduced firing speed. Potions and items may be used to counter this effect.\n\n[d1d1d1][I]Improves with the Harvest Wand Perk.[I][-]",,,,,,,,,,,,,,

xpDisable_SorceryName,buffs,Buff,,x,"Sorcery XP Gains Disabled",,,,,,,,,,,,,,
xpDisable_FireName,buffs,Buff,,x,"Fire XP Gains Disabled",,,,,,,,,,,,,,
xpDisable_IceName,buffs,Buff,,x,"Ice XP Gains Disabled",,,,,,,,,,,,,,
xpDisable_LightningName,buffs,Buff,,x,"Lightning XP Gains Disabled",,,,,,,,,,,,,,
xpDisable_UnholyName,buffs,Buff,,x,"Unholy XP Gains Disabled",,,,,,,,,,,,,,
xpDisable_HolyName,buffs,Buff,,x,"Holy XP Gains Disabled",,,,,,,,,,,,,,
xpDisableName,buffs,Buff,,x,"All XP Gains Disabled",,,,,,,,,,,,,,
xpDisableDesc,buffs,Buff,,x,"A debuff is preventing you from gaining [ae92d5]Sorcery and Elemental XP[-]:\n• [ff0000]Sorcery XP Gains Disabled while affected[-]\n• [ff0000]Ice XP Gains Disabled while affected[-]\n• [ff0000]Lightning XP Gains Disabled while affected[-]\n• [ff0000]Unholy XP Gains Disabled while affected[-]\n• [ff0000]Holy XP Gains Disabled while affected[-]\n\n[d1d1d1][I]XP Gains will resume when the source of the debuff is removed.[I][-]",,,,,,,,,,,,,,
xpDisable_SorceryDesc,buffs,Buff,,x,"A debuff is preventing you from gaining [ae92d5]Sorcery XP[-]:\n• [ff0000]Sorcery XP Gains Disabled while affected[-]\n\n[d1d1d1][I]XP Gains will resume when the source of the debuff is removed.[I][-]",,,,,,,,,,,,,,
xpDisable_FireDesc,buffs,Buff,,x,"A debuff is preventing you from gaining [ae92d5]Fire XP[-]:\n• [ff0000]Fire XP Gains Disabled while affected[-]\n\n[d1d1d1][I]XP Gains will resume when the source of the debuff is removed.[I][-]",,,,,,,,,,,,,,
xpDisable_IceDesc,buffs,Buff,,x,"A debuff is preventing you from gaining [ae92d5]Ice XP[-]:\n• [ff0000]Ice XP Gains Disabled while affected[-]\n\n[d1d1d1][I]XP Gains will resume when the source of the debuff is removed.[I][-]",,,,,,,,,,,,,,
xpDisable_LightningDesc,buffs,Buff,,x,"A debuff is preventing you from gaining [ae92d5]Lightning XP[-]:\n• [ff0000]Lightning XP Gains Disabled while affected[-]\n\n[d1d1d1][I]XP Gains will resume when the source of the debuff is removed.[I][-]",,,,,,,,,,,,,,
xpDisable_UnholyDesc,buffs,Buff,,x,"A debuff is preventing you from gaining [ae92d5]Unholy XP[-]:\n• [ff0000]Unholy XP Gains Disabled while affected[-]\n\n[d1d1d1][I]XP Gains will resume when the source of the debuff is removed.[I][-]",,,,,,,,,,,,,,
xpDisable_HolyDesc,buffs,Buff,,x,"A debuff is preventing you from gaining [ae92d5]Holy XP[-]:\n• [ff0000]Holy XP Gains Disabled while affected[-]\n\n[d1d1d1][I]XP Gains will resume when the source of the debuff is removed.[I][-]",,,,,,,,,,,,,,

shrine_Blessing,buffs,Buff,,x,"[c6b88f]Shrine Blessing[-]",,,,,,,,,,,,,,
shrine_BlessingDesc,buffs,Buff,,x,"[I][d1d1d1]The Elders heard your call! Worshiping a Shrine has healed your wounds and granted you a temporary blessing![-][/I]\n• [c6b88f]Wounds Healed[-]: Bleeding, Bones, Cuts\n• [c6b88f]Health Regen[-]: +.1 Health Per Second\n• [c6b88f]Base Duration[-]: 10 Minutes\n• [36dc2a]Novice Worshiper[-]: +1 Stamina, +.5 Spirit Regen\n• [ba3fd0]Expert Worshiper[-]: +50 Max Health, Stamina, Spirit\n• [e60000]Master Worshiper[-]: Second Shrine Effect\n[d1d1d1][I][U]Extend Duration via Shrine Mastery Perk[/U]:[-]\n[2f9970]Initiate[-], [36dc2a]Novice[-], [407fff]Adept[-], [ba3fd0]Expert[-], [e60000]Master[-][/I]",,,,,,,,,,,,,,
shrine_DrainHealth,buffs,Buff,,x,"[c6b88f]Blessing[-]: Drain Health",,,,,,,,,,,,,,
shrine_DrainHealthDesc,buffs,Buff,,x,"A blessing bestowed upon you, while praying at a Shrine, grants you the power to Drain Health from foes!\n• [ae92d5]Blessing[-]: Drain Health\n[I]Drain enemy Health with every attack, damaging the target and replenishing your Health in the process![/I]\n• [ae92d5]Proc Chance[-]: 100% Per Attack\n• [ae92d5]Cooldown[-]: 5 Seconds\n\n[I][d1d1d1]Amount restored scales with Arcane Sorcery.[-][/I]",,,,,,,,,,,,,,
shrine_DrainStamina,buffs,Buff,,x,"[c6b88f]Blessing[-]: Drain Stamina",,,,,,,,,,,,,,
shrine_DrainStaminaDesc,buffs,Buff,,x,"A blessing bestowed upon you, while praying at a Shrine, grants you the power to Drain Stamina from foes!\n• [ae92d5]Blessing[-]: Drain Stamina\n[I]Drain enemy Stamina with every attack, damaging the target and replenishing your Stamina in the process![/I]\n• [ae92d5]Proc Chance[-]: 100% Per Attack\n• [ae92d5]Cooldown[-]: 5 Seconds\n\n[I][d1d1d1]Amount restored scales with Arcane Sorcery.[-][/I]",,,,,,,,,,,,,,
shrine_DrainSpirit,buffs,Buff,,x,"[c6b88f]Blessing[-]: Drain Spirit",,,,,,,,,,,,,,
shrine_DrainSpiritDesc,buffs,Buff,,x,"A blessing bestowed upon you, while praying at a Shrine, grants you the power to Drain Spirit from foes!\n• [ae92d5]Blessing[-]: Drain Spirit\n[I]Drain enemy Spirit with every attack, damaging the target and replenishing your Spirit in the process![/I]\n• [ae92d5]Proc Chance[-]: 100% Per Attack\n• [ae92d5]Cooldown[-]: 5 Seconds\n\n[I][d1d1d1]Amount restored scales with Arcane Sorcery.[-][/I]",,,,,,,,,,,,,,

attsorcery,progression,Attribute,,,"Sorcery",,,,,,,,,,,,,,
attSorceryDesc,progression,Attribute,,,"Sorcery governs all magic and your overall ability as a Sorcerer. Increase Sorcery Level by performing Arcane and Elemental Sorceries.\n\n[c6b88f][U]XP NEXT LEVEL[/U][-]: [36dc2a]{cvar($attSorcery_LvlXP_RemainUI:0.0)}[-] / [d1d1d1]{cvar($attSorcery_LvlXP_BaseNew:0.0)}[-]        [c6b88f][U]XP TOTAL[/U][-]: [d1d1d1]{cvar($attSorcery_LvlXP:0.00)}[-]",,,,,,,,,,,,,,
attSorceryLongDesc,progression,Attribute,,,"Increase Sorcery Level by performing Arcane and Elemental Sorceries.",,,,,,,,,,,,,,
attSorceryName,progression,Attribute,,,"Attribute: Sorcery",,,,,,,,,,,,,,
attSorceryRank0Desc,progression,Attribute,,,"[d1d1d1]MUNDANE[-] [U]TRAINING SORCERER[/U]\nIncrease Sorcery by performing Arcane and Elemental Sorceries.",,,,,,,,,,,,,,
attSorceryRank0LongDesc,progression,Attribute,,,"You are but mundane with no affinity for Sorcery. Using Arcane and Elemental Sorceries will increase its level over time.",,,,,,,,,,,,,,
attSorceryRank1Desc,progression,Attribute,,,"[I]Initiate Training[/I]",,,,,,,,,,,,,,
attSorceryRank1LongDesc,progression,Attribute,,,"You're training to become an [2f9970]Initiate[-] Sorcerer:\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryRank2Desc,progression,Attribute,,,"[2f9970]RANK[-] [U]INITIATE SORCERER[/U] [2f9970]INITIATE UPGRADES[-]",,,,,,,,,,,,,,
attSorceryRank2LongDesc,progression,Attribute,,,"Your training is complete, you're now an [2f9970]Initiate[-] Sorcerer!\n• Unlock Initiate Perk [2f9970]Upgrades[-]\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryRank3Desc,progression,Attribute,,,"[I]Novice Training[/I]",,,,,,,,,,,,,,
attSorceryRank3LongDesc,progression,Attribute,,,"You're training to become a [36dc2a]Novice[-] Sorcerer:\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryRank4Desc,progression,Attribute,,,"[36dc2a]RANK[-] [U]NOVICE SORCERER[/U] [36dc2a]NOVICE UPGRADES[-]",,,,,,,,,,,,,,
attSorceryRank4LongDesc,progression,Attribute,,,"Your training is complete, you're now a [36dc2a]Novice[-] Sorcerer!\n• Unlock Novice Perk [36dc2a]Upgrades[-]\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryRank5Desc,progression,Attribute,,,"[I]Adept Training[/I]",,,,,,,,,,,,,,
attSorceryRank5LongDesc,progression,Attribute,,,"You're training to become an [407fff]Adept[-] Sorcerer:\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryRank6Desc,progression,Attribute,,,"[407fff]RANK[-] [U]ADEPT SORCERER[/U] [407fff]ADEPT UPGRADES[-]",,,,,,,,,,,,,,
attSorceryRank6LongDesc,progression,Attribute,,,"Your training is complete, you're now an [407fff]Adept[-] Sorcerer!\n• Unlock Adept Perk [407fff]Upgrades[-]\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryRank7Desc,progression,Attribute,,,"[I]Expert Training[/I]",,,,,,,,,,,,,,
attSorceryRank7LongDesc,progression,Attribute,,,"You're training to become an [ba3fd0]Expert[-] Sorcerer:\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryRank8Desc,progression,Attribute,,,"[ba3fd0]RANK[-] [U]EXPERT SORCERER[/U] [ba3fd0]EXPERT UPGRADES[-]",,,,,,,,,,,,,,
attSorceryRank8LongDesc,progression,Attribute,,,"Your training is complete, you're now an [ba3fd0]Expert[-] Sorcerer!\n• Unlock Expert Perk [ba3fd0]Upgrades[-]\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryRank9Desc,progression,Attribute,,,"[I]Master Training[/I]",,,,,,,,,,,,,,
attSorceryRank9LongDesc,progression,Attribute,,,"You're training to become a [e60000]Master[-] Sorcerer:\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,
attSorceryRank10Desc,progression,Attribute,,,"[e60000]RANK[-] [U]MASTER SORCERER[/U] [e60000]MASTER UPGRADES[-]",,,,,,,,,,,,,,
attSorceryRank10LongDesc,progression,Attribute,,,"Your training is complete, you're now a [e60000]Master[-] Sorcerer!\n• Unlock Master Perk [e60000]Upgrades[-]\n• +[ae92d5]{cvar($attSorcery_UI_Dmg:0.0)}%[-] All Sorcery Damage ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpM:0.0)}%[-] Maximum Spirit ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SpR:0.0)}%[-] Spirit Regeneration ([I][d1d1d1]+1% per Level[-][/I])\n• +[ae92d5]{cvar($attSorcery_UI_SS:0.0)}%[-] Spellcasting Speed ([I][d1d1d1]+0.5% per Level[-][/I])",,,,,,,,,,,,,,

attsorceryfire,progression,Attribute,,,"Fire Sorcery",,,,,,,,,,,,,,
attSorceryFireDesc,progression,Attribute,,,"Exploding and Cremating foes to mere ash are the specialties of a Fire Sorcerer. Increase Fire Level by performing Fire Sorceries.\n\n[c6b88f][U]XP NEXT LEVEL[/U][-]: [36dc2a]{cvar($attFire_LvlXP_RemainUI:0.0)}[-] / [d1d1d1]{cvar($attFire_LvlXP_BaseNew:0.0)}[-]        [c6b88f][U]XP TOTAL[/U][-]: [d1d1d1]{cvar($attFire_LvlXP:0.00)}[-]",,,,,,,,,,,,,,
attSorceryFireLongDesc,progression,Attribute,,,"Increase Fire Sorcery Level by performing Fire and Omni Sorceries.",,,,,,,,,,,,,,
attSorceryFireName,progression,Attribute,,,"Attribute: Fire Sorcery",,,,,,,,,,,,,,
attSorceryFireRank0Desc,progression,Attribute,,,"[d1d1d1]MUNDANE[-] [U]TRAINING FIRE SORCERER[/U]\nIncrease Fire Sorcery by performing Fire and Omni Sorceries.",,,,,,,,,,,,,,
attSorceryFireRank0LongDesc,progression,Attribute,,,"You are but mundane with no affinity for Fire Sorcery. Using Fire and Omni Sorceries will increase its level over time.",,,,,,,,,,,,,,
attSorceryFireRank1Desc,progression,Attribute,,,"[I]Initiate Training[/I]",,,,,,,,,,,,,,
